0 9.952 1.233 0.5386
1 9.164 -0.749 4.701
2 9.991 3.501 0.3467
3 4.859e-09 -5.148 -4.954
4 0.03862 3.338 4.44
5 9.994 -0.4622 3.366
6 -2.057e-07 -4.28 5.336
7 9.901 -2.825 3.291
8 0.0007894 -5.775 1.412
9 0.005267 5.325 2.182
10 0.003869 2.372 -5.277
11 0.01522 -3.475 -4.453
12 10.0 0.8424 -0.7368
13 0.2676 -3.493 -4.064
14 9.984 -0.4043 -3.067
15 9.372 1.876 -4.342
16 7.384e-05 3.852 -4.835
17 0.006759 5.718 -0.3762
18 4.52e-05 2.871 -5.53
19 1.321 -2.446 -4.575
20 0.007632 -5.23 2.31
21 7.673 0.279 -4.873
22 -2.507 -2.177 2.009
23 9.873 -2.527 -3.802
24 5.344e-09 3.947 -5.944
25 4.651e-05 2.822 5.546
26 9.868 1.105 0.867
27 9.996 -0.6345 4.157
28 10.0 3.766 -1.242
29 2.133 4.581 2.31
30 0.006148 5.473 1.728
31 4.049e-05 -5.77 -2.381
32 10.0 1.416 -0.8548
33 9.886 0.8396 1.09
34 10.0 1.825 -0.823
35 9.124 -0.7696 4.703
36 -1.672e-07 -4.797 5.034
37 0.0001527 -4.207 4.418
38 9.072e-05 -4.514 4.176
39 0.5284 -1.114 -5.17
40 1.961 2.665 4.397
41 0.0001745 -5.859 -1.68
42 0.2822 0.2524 -5.348
43 8.362 3.524 -3.313
44 0.0001236 2.453 -5.618
45 10.0 0.9267 -3.145
46 9.979 0.4276 1.079
47 10.0 -1.221 -3.482
48 9.998 2.875 -0.1145
49 0.2615 -5.304 -0.787
50 9.999 -1.467 -3.845
51 9.999 2.153 -0.5556
52 1.611e-07 5.884 -3.397
53 1.574e-06 -5.752 3.101
54 9.995 1.06 3.973
55 9.907 -2.717 3.577
56 9.999 2.25 -3.414
57 9.907 -2.953 -3.44
58 10.0 -3.51 -0.9038
59 9.488 -2.668 1.041
60 9.97 0.2085 -4.415
61 10.0 0.7851 -3.801
62 0.03612 -1.733 5.285
63 3.035e-08 4.845 -4.999
64 0.000207 5.543 -2.494
65 -3.402e-09 -5.803 5.154
66 9.426 -2.619 1.037
67 -1.591e-07 5.73 4.518
68 2.491e-05 -3.22 5.392
69 9.195 1.565 4.491
70 0.0004108 1.415 -5.841
71 0.003789 5.782 -0.2596
72 9.75 -1.577 -4.357
73 10.0 0.1358 -3.308
74 -1.57e-09 5.675 5.53
75 0.1616 -2.002 -5.027
76 3.747e-08 -4.41 -5.359
77 0.33 3.247 -4.237
78 10.0 2.065 -3.056
79 2.441 4.327 2.725
80 0.002191 -5.336 -2.381
81 0.6744 2.199 2.348
82 1.674 -3.826 3.463
83 9.419 3.344 3.329
84 9.581 1.051 -2.726
85 0.07703 -0.4817 -5.465
86 -0.5863 0.226 -2.318
87 0.002184 1.747 -5.576
88 9.93 0.4341 2.177
89 0.01902 -1.288 5.477
90 10.0 0.5257 -0.5171
91 8.815 2.69 -1.212
92 10.0 2.395 -2.067
93 2.126 -3.12 -4.074
94 9.971 -0.5023 1.092
95 0.06816 5.422 0.909
96 0.03291 3.786 -4.087
97 0.3695 -5.247 -0.9116
98 -2.217e-09 -5.6 5.508
99 4.367e-08 -5.804 -3.777
100 -5.778e-08 -4.805 5.344
101 10.0 -2.08 -3.207
102 0.001581 -5.813 -0.8545
103 9.951 -3.346 -2.962
104 8.478 -4.614 1.422
105 9.997 -1.091 -4.045
106 3.988e-12 5.873 -5.216
107 9.302 -3.103 1.95
108 10.0 0.2077 -0.9109
109 9.11 2.479 -1.022
110 2.025e-10 5.1 -5.448
111 -8.977e-08 3.78 5.826
112 8.748e-06 -2.441 5.904
113 2.594e-05 5.411 -3.199
114 0.2864 2.769 4.581
115 9.293 -1.508 2.985
116 -1.35 -0.6085 -2.346
117 0.4266 0.02867 5.311
118 9.121e-05 5.283 3.009
